2026-06-14 17:47:42 | WARNING  | vector_embedding_service.__init__:31 | DashScope API Key 未配置，Embedding 服务将不可用。请在 .env 中设置 DASHSCOPE_API_KEY。
2026-06-14 17:47:43 | INFO     | rag_agent_service.__init__:115 | RAG Agent 服务初始化完成 (ChatQwen), model=qwen-max, streaming=True
2026-06-14 17:47:43 | INFO     | document_splitter_service.__init__:39 | 文档分割服务初始化完成, chunk_size=800, secondary_chunk_size=1600, overlap=100
2026-06-14 17:47:43 | INFO     | vector_index_service.__init__:65 | 向量索引服务初始化完成
2026-06-14 17:47:43 | INFO     | aiops_service._build_graph:31 | 构建工作流图...
2026-06-14 17:47:43 | INFO     | aiops_service._build_graph:78 | 工作流图构建完成
2026-06-14 17:47:43 | INFO     | aiops_service.__init__:27 | Plan-Execute-Replan Service 初始化完成
2026-06-14 17:47:51 | WARNING  | vector_embedding_service.__init__:31 | DashScope API Key 未配置，Embedding 服务将不可用。请在 .env 中设置 DASHSCOPE_API_KEY。
2026-06-14 17:47:51 | INFO     | rag_agent_service.__init__:115 | RAG Agent 服务初始化完成 (ChatQwen), model=qwen-max, streaming=True
2026-06-14 17:47:51 | INFO     | document_splitter_service.__init__:39 | 文档分割服务初始化完成, chunk_size=800, secondary_chunk_size=1600, overlap=100
2026-06-14 17:47:51 | INFO     | vector_index_service.__init__:65 | 向量索引服务初始化完成
2026-06-14 17:47:51 | INFO     | aiops_service._build_graph:31 | 构建工作流图...
2026-06-14 17:47:51 | INFO     | aiops_service._build_graph:78 | 工作流图构建完成
2026-06-14 17:47:51 | INFO     | aiops_service.__init__:27 | Plan-Execute-Replan Service 初始化完成
2026-06-14 17:47:52 | INFO     | main.lifespan:23 | ============================================================
2026-06-14 17:47:52 | INFO     | main.lifespan:24 | 🚀 SuperBizAgent v1.0.0 启动中...
2026-06-14 17:47:52 | INFO     | main.lifespan:25 | 📝 环境: 开发
2026-06-14 17:47:52 | INFO     | main.lifespan:26 | 🌐 监听地址: http://0.0.0.0:9900
2026-06-14 17:47:52 | INFO     | main.lifespan:27 | 📚 API 文档: http://0.0.0.0:9900/docs
2026-06-14 17:47:52 | INFO     | main.lifespan:30 | 🔌 正在连接 Milvus...
2026-06-14 17:47:52 | INFO     | milvus_client.connect:77 | 正在连接到 Milvus: localhost:19530
2026-06-14 17:47:52 | INFO     | milvus_client.connect:91 | 成功连接到 Milvus
2026-06-14 17:47:52 | INFO     | milvus_client.connect:95 | collection 'biz' 不存在，正在创建...
2026-06-14 17:47:52 | INFO     | milvus_client._create_index:208 | 成功为 vector 字段创建索引
2026-06-14 17:47:52 | INFO     | milvus_client.connect:97 | 成功创建 collection 'biz'
2026-06-14 17:47:53 | INFO     | milvus_client._load_collection:223 | 成功加载 collection 'biz'
2026-06-14 17:47:53 | INFO     | main.lifespan:32 | ✅ Milvus 连接成功
2026-06-14 17:47:53 | INFO     | main.lifespan:34 | ============================================================
2026-06-14 17:48:11 | INFO     | chat.chat:38 | [会话 test-1] 收到快速对话请求: 你好
2026-06-14 17:48:11 | INFO     | mcp_client.get_mcp_client:147 | 初始化全局 MCP 客户端...
2026-06-14 17:48:11 | INFO     | mcp_client.get_mcp_client:153 | 全局 MCP 客户端初始化完成
2026-06-14 17:48:11 | INFO     | rag_agent_service._initialize_agent:139 | 成功加载 7 个 MCP 工具
2026-06-14 17:48:11 | INFO     | rag_agent_service._initialize_agent:154 | 可用工具列表: retrieve_knowledge, get_current_time, query_prometheus_alerts, get_current_timestamp, get_region_code_by_name, get_topic_info_by_name, search_topic_by_service_name, search_log, query_cpu_metrics, query_memory_metrics
2026-06-14 17:48:11 | INFO     | rag_agent_service.query:204 | [会话 test-1] RAG Agent 收到查询（非流式）: 你好
2026-06-14 17:48:12 | ERROR    | rag_agent_service.query:245 | [会话 test-1] RAG Agent 查询失败（非流式）: AuthenticationError: Error code: 401 - {'error': {'message': 'Incorrect API key provided. For details, see: https://help.aliyun.com/zh/model-studio/error-code#apikey-error', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}, 'request_id': '467a314c-2598-90d2-9954-2fbe37b6d8f8'}
  caused by: HTTPStatusError: Client error '401 Unauthorized' for url 'https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401
2026-06-14 17:48:12 | ERROR    | chat.chat:57 | 对话接口错误: Error code: 401 - {'error': {'message': 'Incorrect API key provided. For details, see: https://help.aliyun.com/zh/model-studio/error-code#apikey-error', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}, 'request_id': '467a314c-2598-90d2-9954-2fbe37b6d8f8'}
2026-06-14 18:02:52 | INFO     | vector_embedding_service.__init__:41 | DashScope Embeddings 初始化完成 - 模型: text-embedding-v4, 维度: 1024, API Key: sk-ws-H....4H2i
2026-06-14 18:02:52 | INFO     | rag_agent_service.__init__:115 | RAG Agent 服务初始化完成 (ChatQwen), model=qwen3.7-plus, streaming=True
2026-06-14 18:02:52 | INFO     | document_splitter_service.__init__:39 | 文档分割服务初始化完成, chunk_size=800, secondary_chunk_size=1600, overlap=100
2026-06-14 18:02:52 | INFO     | vector_index_service.__init__:65 | 向量索引服务初始化完成
2026-06-14 18:02:52 | INFO     | aiops_service._build_graph:31 | 构建工作流图...
2026-06-14 18:02:52 | INFO     | aiops_service._build_graph:78 | 工作流图构建完成
2026-06-14 18:02:52 | INFO     | aiops_service.__init__:27 | Plan-Execute-Replan Service 初始化完成
2026-06-14 18:02:52 | INFO     | main.lifespan:23 | ============================================================
2026-06-14 18:02:52 | INFO     | main.lifespan:24 | 🚀 SuperBizAgent v1.0.0 启动中...
2026-06-14 18:02:52 | INFO     | main.lifespan:25 | 📝 环境: 开发
2026-06-14 18:02:52 | INFO     | main.lifespan:26 | 🌐 监听地址: http://0.0.0.0:9900
2026-06-14 18:02:52 | INFO     | main.lifespan:27 | 📚 API 文档: http://0.0.0.0:9900/docs
2026-06-14 18:02:52 | INFO     | main.lifespan:30 | 🔌 正在连接 Milvus...
2026-06-14 18:02:52 | INFO     | milvus_client.connect:77 | 正在连接到 Milvus: localhost:19530
2026-06-14 18:02:52 | INFO     | milvus_client.connect:91 | 成功连接到 Milvus
2026-06-14 18:02:52 | INFO     | milvus_client.connect:99 | collection 'biz' 已存在
2026-06-14 18:02:52 | INFO     | milvus_client.connect:123 | 向量维度匹配: 1024
2026-06-14 18:02:52 | INFO     | milvus_client._load_collection:225 | Collection 'biz' 已加载
2026-06-14 18:02:52 | INFO     | main.lifespan:32 | ✅ Milvus 连接成功
2026-06-14 18:02:52 | INFO     | main.lifespan:34 | ============================================================
2026-06-14 18:03:05 | INFO     | chat.chat:38 | [会话 test-1] 收到快速对话请求: 你好，请简单介绍一下你自己
2026-06-14 18:03:05 | INFO     | mcp_client.get_mcp_client:147 | 初始化全局 MCP 客户端...
2026-06-14 18:03:05 | INFO     | mcp_client.get_mcp_client:153 | 全局 MCP 客户端初始化完成
2026-06-14 18:03:05 | INFO     | rag_agent_service._initialize_agent:139 | 成功加载 7 个 MCP 工具
2026-06-14 18:03:05 | INFO     | rag_agent_service._initialize_agent:154 | 可用工具列表: retrieve_knowledge, get_current_time, query_prometheus_alerts, get_current_timestamp, get_region_code_by_name, get_topic_info_by_name, search_topic_by_service_name, search_log, query_cpu_metrics, query_memory_metrics
2026-06-14 18:03:05 | INFO     | rag_agent_service.query:204 | [会话 test-1] RAG Agent 收到查询（非流式）: 你好，请简单介绍一下你自己
2026-06-14 18:03:12 | INFO     | rag_agent_service.query:238 | [会话 test-1] RAG Agent 查询完成（非流式）
2026-06-14 18:03:12 | INFO     | chat.chat:44 | [会话 test-1] 快速对话完成
2026-06-14 18:03:28 | INFO     | file.upload_file:68 | 文件上传成功: uploads/cpu_high_usage.md
2026-06-14 18:03:28 | INFO     | file.upload_file:72 | 开始为上传文件创建向量索引: uploads/cpu_high_usage.md
2026-06-14 18:03:28 | INFO     | vector_index_service.index_single_file:147 | 开始索引文件: /Users/userming/Code/OpsPilot/uploads/cpu_high_usage.md
2026-06-14 18:03:28 | INFO     | vector_index_service.index_single_file:152 | 读取文件: /Users/userming/Code/OpsPilot/uploads/cpu_high_usage.md, 内容长度: 1891 字符
2026-06-14 18:03:29 | INFO     | vector_store_manager.delete_by_source:83 | 删除文件旧数据: /Users/userming/Code/OpsPilot/uploads/cpu_high_usage.md, 删除数量: 0
